時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
080841,3.369NM,3.335NM,3.371NM,3.314NM,3.318NM,3.364NM,3.318NM,3.348NM,0NM,0NM,
083042,3.341NM,3.346NM,3.28NM,3.369NM,3.385NM,3.36NM,3.377NM,3.291NM,0NM,0NM,
083201,3.369NM,3.379NM,3.362NM,3.343NM,3.362NM,3.335NM,3.39NM,3.333NM,0NM,0NM,
144512,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
145247,3.345NM,3.297NM,3.377NM,0NM,0NM,3.366NM,0NM,3.323NM,0NM,0NM,
154443,3.339NM,3.394NM,3.341NM,3.348NM,3.341NM,3.371NM,3.356NM,3.299NM,0NM,0NM,
154621,3.358NM,3.297NM,3.308NM,3.325NM,3.346NM,3.362NM,3.331NM,3.356NM,0NM,0NM,
155303,3.371NM,3.36NM,3.373NM,3.329NM,3.348NM,3.381NM,3.375NM,3.318NM,0NM,0NM,
161248,3.36NM,3.369NM,3.316NM,3.371NM,3.339NM,3.364NM,3.304NM,3.287NM,0NM,0NM,
163802,3.322NM,3.325NM,3.358NM,3.35NM,3.314NM,3.362NM,3.345NM,3.289NM,0NM,0NM,
163827,3.312NM,3.316NM,3.295NM,3.333NM,3.333NM,3.297NM,3.362NM,3.316NM,0NM,0NM,
164505,3.301NM,3.327NM,3.423NM,3.325NM,0NM,0NM,0NM,0NM,0NM,0NM,
164521,3.323NM,3.312NM,3.383NM,3.352NM,3.345NM,3.381NM,3.339NM,3.327NM,0NM,0NM,
164951,3.293NM,3.35NM,3.352NM,3.356NM,3.383NM,3.377NM,3.325NM,3.297NM,0NM,0NM,
165445,3.301NM,3.358NM,3.41NM,3.356NM,3.373NM,3.287NM,3.377NM,3.36NM,0NM,0NM,
173217,3.322NM,3.354NM,0NM,3.325NM,3.371NM,3.339NM,3.408NM,3.297NM,0NM,0NM,
175357,3.325NM,3.318NM,3.272NM,3.356NM,3.423NM,3.364NM,3.381NM,3.362NM,0NM,0NM,
175549,3.379NM,3.364NM,3.398NM,3.362NM,3.283NM,3.348NM,3.35NM,3.339NM,0NM,0NM,
175757,3.327NM,3.295NM,3.291NM,3.335NM,3.272NM,3.297NM,3.329NM,3.331NM,0NM,0NM,
175925,3.335NM,3.329NM,3.301NM,3.297NM,3.297NM,3.343NM,3.339NM,3.297NM,0NM,0NM,
180213,3.337NM,3.302NM,3.377NM,3.371NM,3.301NM,3.339NM,3.31NM,3.381NM,0NM,0NM,
183344,3.329NM,3.377NM,3.362NM,3.36NM,3.354NM,3.333NM,3.272NM,3.297NM,0NM,0NM,
