時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083540,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
083607,3.109NM,3.107NM,3.04NM,3.104NM,3.106NM,3.218NM,3.188NM,3.165NM,3.044NM,3.209NM,
083646,3.065NM,3.102NM,2.977NM,3.104NM,3.092NM,3.192NM,3.121NM,3.085NM,3.048NM,3.153NM,
085957,3.064NM,3.096NM,3.026NM,3.129NM,3.123NM,3.232NM,3.155NM,0NM,3.035NM,3.253NM,
090013,3.132NM,3.115NM,2.955NM,3.027NM,3.106NM,3.23NM,3.213NM,3.104NM,3.132NM,3.188NM,
090034,3.121NM,3.065NM,2.941NM,3.111NM,3.104NM,3.148NM,3.237NM,3.106NM,3.086NM,3.247NM,
090053,3.069NM,3.077NM,2.967NM,3.081NM,3.125NM,3.253NM,3.125NM,3.104NM,3.178NM,3.218NM,
090113,3.109NM,3.138NM,2.953NM,3.052NM,3.115NM,3.176NM,3.15NM,3.119NM,3.098NM,3.205NM,
090136,3.111NM,3.13NM,3.002NM,3.14NM,3.067NM,3.205NM,3.188NM,3.119NM,3.14NM,3.243NM,
090155,3.079NM,3.144NM,2.977NM,3.092NM,3.069NM,3.241NM,3.172NM,3.041NM,3.023NM,3.169NM,
090238,3.115NM,3.184NM,2.99NM,3.102NM,3.102NM,3.199NM,3.15NM,3.111NM,3.1NM,3.253NM,
090300,3.092NM,3.1NM,3.009NM,3.104NM,3.064NM,3.247NM,3.178NM,3.106NM,3.029NM,3.211NM,
090336,3.077NM,3.125NM,2.986NM,3.05NM,3.06NM,3.13NM,3.186NM,3.031NM,3.094NM,3.169NM,
090357,3.048NM,3.094NM,2.991NM,3.102NM,3.104NM,3.251NM,3.155NM,3.094NM,3.127NM,3.174NM,
090429,3.098NM,3.104NM,2.956NM,3.088NM,3.069NM,3.199NM,3.197NM,3.06NM,3.117NM,3.253NM,
090449,3.107NM,3.123NM,2.943NM,3.048NM,3.083NM,3.213NM,3.224NM,3.088NM,3.046NM,3.211NM,
090512,3.14NM,3.125NM,2.991NM,3.098NM,3.075NM,3.195NM,3.192NM,3.081NM,3.079NM,3.18NM,
090543,3.117NM,3.13NM,2.972NM,0NM,3.107NM,3.207NM,0NM,3.088NM,3.123NM,3.272NM,
